Name,Season,Team,wRC+
Mookie Betts,2023,LAD,165.0
Shohei Ohtani,2023,LAA,181.0
Matt Olson,2023,ATL,162.0
Corey Seager,2023,TEX,172.0
Marcus Semien,2023,TEX,128.0
Juan Soto,2023,SDP,153.0
William Contreras,2023,MIL,126.0
Bobby Witt Jr.,2023,KCR,115.0
Julio Rodriguez,2023,SEA,128.0
Adley Rutschman,2023,BAL,125.0
Francisco Lindor,2023,NYM,120.0
Corbin Carroll,2023,ARI,132.0
Austin Riley,2023,ATL,128.0
Yandy Diaz,2023,TBR,163.0
Sean Murphy,2023,ATL,130.0
Kyle Tucker,2023,HOU,139.0
Luis Robert Jr.,2023,CHW,129.0
J.P. Crawford,2023,SEA,136.0
Dansby Swanson,2023,CHC,105.0
Wander Franco,2023,TBR,127.0
Aaron Judge,2023,NYY,173.0
Adolis Garcia,2023,TEX,128.0
Jose Ramirez,2023,CLE,122.0
Gunnar Henderson,2023,BAL,121.0
Xander Bogaerts,2023,SDP,119.0
Nico Hoerner,2023,CHC,103.0
Cody Bellinger,2023,CHC,136.0
Alex Bregman,2023,HOU,125.0
Cal Raleigh,2023,SEA,114.0
Yordan Alvarez,2023,HOU,169.0
Ketel Marte,2023,ARI,126.0
Isaac Paredes,2023,TBR,136.0
Brandon Nimmo,2023,NYM,129.0
Ha-seong Kim,2023,SDP,110.0
Jose Altuve,2023,HOU,154.0
Ozzie Albies,2023,ATL,125.0
TJ Friedl,2023,CIN,117.0
Trea Turner,2023,PHI,107.0
Bryson Stott,2023,PHI,100.0
Fernando Tatis Jr.,2023,SDP,111.0
Jonah Heim,2023,TEX,107.0
Christian Walker,2023,ARI,119.0
Bo Bichette,2023,TOR,124.0
Michael Harris II,2023,ATL,116.0
James Outman,2023,LAD,116.0
Nolan Jones,2023,COL,137.0
Christian Yelich,2023,MIL,123.0
Will Smith,2023,LAD,117.0
Andres Gimenez,2023,CLE,96.0
Gleyber Torres,2023,NYY,121.0
Rafael Devers,2023,BOS,126.0
Brandon Marsh,2023,PHI,124.0
Thairo Estrada,2023,SFG,100.0
Eugenio Suarez,2023,SEA,105.0
Bryce Harper,2023,PHI,141.0
Josh Lowe,2023,TBR,130.0
Paul Goldschmidt,2023,STL,122.0
Manny Machado,2023,SDP,113.0
Willy Adames,2023,MIL,95.0
Luis Arraez,2023,MIA,131.0
Chas McCormick,2023,HOU,132.0
Ian Happ,2023,CHC,119.0
Marcell Ozuna,2023,ATL,140.0
Matt McLain,2023,CIN,129.0
Jeimer Candelario,2023,- - -,118.0
Ke'Bryan Hayes,2023,PIT,101.0
Seiya Suzuki,2023,CHC,128.0
Randy Arozarena,2023,TBR,125.0
Lars Nootbaar,2023,STL,118.0
Mike Trout,2023,LAA,135.0
Francisco Alvarez,2023,NYM,96.0
Steven Kwan,2023,CLE,99.0
Lane Thomas,2023,WSN,109.0
Brandon Lowe,2023,TBR,116.0
Matt Chapman,2023,TOR,109.0
Willson Contreras,2023,STL,127.0
Pete Alonso,2023,NYM,121.0
Brandon Drury,2023,LAA,115.0
Josh Jung,2023,TEX,114.0
Nathaniel Lowe,2023,TEX,118.0
Josh Naylor,2023,CLE,127.0
Zack Gelof,2023,OAK,132.0
Edouard Julien,2023,MIN,134.0
Max Kepler,2023,MIN,122.0
Jack Suwinski,2023,PIT,112.0
Nolan Arenado,2023,STL,106.0
Kevin Kiermaier,2023,TOR,103.0
Jeremy Pena,2023,HOU,96.0
Patrick Bailey,2023,SFG,77.0
Austin Hays,2023,BAL,110.0
Jose Siri,2023,TBR,106.0
Jake Rogers,2023,DET,97.0
Jarren Duran,2023,BOS,122.0
Max Muncy,2023,LAD,116.0
Anthony Santander,2023,BAL,118.0
Willi Castro,2023,MIN,108.0
Leody Taveras,2023,TEX,101.0
Yainer Diaz,2023,HOU,126.0
Luke Raley,2023,TBR,129.0
Orlando Arcia,2023,ATL,100.0
Jeff McNeil,2023,NYM,99.0
Tommy Edman,2023,STL,92.0
J.D. Martinez,2023,LAD,133.0
Wilmer Flores,2023,SFG,135.0
Ryan Jeffers,2023,MIN,136.0
Jake Burger,2023,- - -,120.0
Riley Greene,2023,DET,120.0
Gabriel Moreno,2023,ARI,102.0
Geraldo Perdomo,2023,ARI,98.0
Alejandro Kirk,2023,TOR,95.0
Mitch Garver,2023,TEX,142.0
Jason Heyward,2023,LAD,119.0
Nolan Gorman,2023,STL,118.0
Jon Berti,2023,MIA,102.0
J.D. Davis,2023,SFG,104.0
CJ Abrams,2023,WSN,90.0
Brandon Belt,2023,TOR,137.0
Brent Rooker,2023,OAK,126.0
Bryan Reynolds,2023,PIT,110.0
Ryan Noda,2023,OAK,122.0
Maikel Garcia,2023,KCR,85.0
Spencer Steer,2023,CIN,118.0
Lourdes Gurriel Jr.,2023,ARI,105.0
J.T. Realmuto,2023,PHI,101.0
Will Benson,2023,CIN,128.0
Kerry Carpenter,2023,DET,122.0
LaMonte Wade Jr.,2023,SFG,121.0
Danny Jansen,2023,TOR,115.0
Tommy Pham,2023,- - -,109.0
Jazz Chisholm Jr.,2023,MIA,102.0
Teoscar Hernandez,2023,SEA,107.0
George Springer,2023,TOR,103.0
Michael A. Taylor,2023,MIN,94.0
Elly De La Cruz,2023,CIN,85.0
Daulton Varsho,2023,TOR,84.0
Anthony Volpe,2023,NYY,83.0
Jose Caballero,2023,SEA,99.0
Triston Casas,2023,BOS,131.0
Jorge Soler,2023,MIA,125.0
Mickey Moniak,2023,LAA,115.0
Mark Canha,2023,- - -,111.0
Ryan McMahon,2023,COL,90.0
Cedric Mullins,2023,BAL,97.0
Mauricio Dubon,2023,HOU,97.0
Luis Rengifo,2023,LAA,115.0
Mike Yastrzemski,2023,SFG,111.0
Mike Tauchman,2023,CHC,109.0
Matt Vierling,2023,DET,99.0
Carlos Correa,2023,MIN,95.0
Ezequiel Tovar,2023,COL,72.0
Trent Grisham,2023,SDP,89.0
Matt Wallner,2023,MIN,142.0
Adam Duvall,2023,BOS,117.0
Christopher Morel,2023,CHC,120.0
Gary Sanchez,2023,- - -,110.0
Ryan Mountcastle,2023,BAL,113.0
Jonathan India,2023,CIN,100.0
Andy Ibanez,2023,DET,103.0
Ryan O'Hearn,2023,BAL,117.0
Brendan Donovan,2023,STL,118.0
Taylor Ward,2023,LAA,108.0
Carlos Santana,2023,- - -,101.0
Jarred Kelenic,2023,SEA,110.0
Alex Verdugo,2023,BOS,100.0
Harold Ramirez,2023,TBR,127.0
Jorge Polanco,2023,MIN,116.0
Jesus Sanchez,2023,MIA,107.0
Ezequiel Duran,2023,TEX,111.0
Connor Joe,2023,PIT,106.0
Spencer Torkelson,2023,DET,107.0
Kyle Farmer,2023,MIN,99.0
Kyle Higashioka,2023,NYY,85.0
Stone Garrett,2023,WSN,116.0
Nick Castellanos,2023,PHI,108.0
Andrew McCutchen,2023,PIT,115.0
Alec Bohm,2023,PHI,104.0
Eddie Rosario,2023,ATL,101.0
DJ LeMahieu,2023,NYY,100.0
Ty France,2023,SEA,106.0
Esteury Ruiz,2023,OAK,85.0
Justin Turner,2023,BOS,116.0
Vladimir Guerrero Jr.,2023,TOR,117.0
Chris Taylor,2023,LAD,102.0
Whit Merrifield,2023,TOR,92.0
Nick Madrigal,2023,CHC,84.0
Elvis Andrus,2023,CHW,82.0
Jake Fraley,2023,CIN,107.0
Donovan Solano,2023,MIN,115.0
Yoan Moncada,2023,CHW,99.0
Travis Jankowski,2023,TEX,99.0
Zach Neto,2023,LAA,90.0
Jake Meyers,2023,HOU,87.0
Ramon Laureano,2023,- - -,90.0
Kyle Isbel,2023,KCR,76.0
Zach McKinstry,2023,DET,81.0
Nicky Lopez,2023,- - -,77.0
Jordan Walker,2023,STL,116.0
Yan Gomes,2023,CHC,96.0
Edmundo Sosa,2023,PHI,91.0
Owen Miller,2023,MIL,82.0
Joey Wiemer,2023,MIL,77.0
Josh Rojas,2023,- - -,78.0
Kyle Schwarber,2023,PHI,118.0
Aaron Hicks,2023,- - -,108.0
Cavan Biggio,2023,TOR,102.0
Stuart Fairchild,2023,CIN,90.0
Drew Waters,2023,KCR,83.0
Harrison Bader,2023,- - -,69.0
Christian Vazquez,2023,MIN,64.0
Charlie Blackmon,2023,COL,107.0
Mike Ford,2023,SEA,125.0
Joc Pederson,2023,SFG,110.0
Joey Gallo,2023,MIN,102.0
Michael Conforto,2023,SFG,99.0
Anthony Rizzo,2023,NYY,98.0
Patrick Wisdom,2023,CHC,111.0
Masataka Yoshida,2023,BOS,111.0
Tyler O'Neill,2023,STL,97.0
Jake Cronenworth,2023,SDP,91.0
Travis d'Arnaud,2023,ATL,84.0
Akil Baddoo,2023,DET,88.0
Shea Langeliers,2023,OAK,86.0
Taylor Walls,2023,TBR,84.0
Javier Baez,2023,DET,62.0
Alex Kirilloff,2023,MIN,118.0
Randal Grichuk,2023,- - -,102.0
Eloy Jimenez,2023,CHW,106.0
Garrett Hampson,2023,MIA,100.0
Ramon Urias,2023,BAL,97.0
Andruw Monasterio,2023,MIL,89.0
Ildemaro Vargas,2023,WSN,81.0
Isiah Kiner-Falefa,2023,NYY,80.0
Alex Call,2023,WSN,73.0
Miguel Rojas,2023,LAD,67.0
Jorge Mateo,2023,BAL,65.0
Nick Fortes,2023,MIA,52.0
Edward Olivares,2023,KCR,105.0
Robbie Grossman,2023,TEX,106.0
Byron Buxton,2023,MIN,96.0
Hunter Renfroe,2023,- - -,93.0
Luis Garcia Jr.,2023,WSN,84.0
Manuel Margot,2023,TBR,92.0
Matt Thaiss,2023,LAA,85.0
Michael Massey,2023,KCR,74.0
Gabriel Arias,2023,CLE,73.0
Paul DeJong,2023,- - -,65.0
Brenton Doyle,2023,COL,45.0
Josh Bell,2023,- - -,103.0
Andrew Vaughn,2023,CHW,103.0
Garrett Cooper,2023,- - -,95.0
MJ Melendez,2023,KCR,92.0
Blake Sabol,2023,SFG,92.0
Amed Rosario,2023,- - -,87.0
Brian Anderson,2023,MIL,87.0
JJ Bleday,2023,OAK,91.0
Corey Julks,2023,HOU,79.0
Christian Bethancourt,2023,TBR,73.0
Brandon Crawford,2023,SFG,63.0
Adam Frazier,2023,BAL,91.0
Connor Wong,2023,BOS,79.0
Emmanuel Rivera,2023,ARI,82.0
Alek Thomas,2023,ARI,71.0
Jace Peterson,2023,- - -,74.0
Daniel Vogelbach,2023,NYM,108.0
Joshua Palacios,2023,PIT,82.0
Myles Straw,2023,CLE,68.0
Vinnie Pasquantino,2023,KCR,104.0
Dylan Carlson,2023,STL,84.0
Yasmani Grandal,2023,CHW,80.0
Jake McCarthy,2023,ARI,78.0
Elias Diaz,2023,COL,83.0
Kevin Newman,2023,CIN,79.0
Miguel Vargas,2023,LAD,83.0
Dominic Smith,2023,WSN,91.0
Will Brennan,2023,CLE,80.0
Santiago Espinal,2023,TOR,79.0
Zack Short,2023,DET,76.0
Ji Hwan Bae,2023,PIT,66.0
Tony Kemp,2023,OAK,76.0
Brice Turang,2023,MIL,62.0
Tim Anderson,2023,CHW,61.0
C.J. Cron,2023,- - -,84.0
Joey Meneses,2023,WSN,96.0
Salvador Perez,2023,KCR,87.0
Jake Bauers,2023,NYY,88.0
David Peralta,2023,LAD,80.0
Starling Marte,2023,NYM,75.0
Nick Allen,2023,OAK,54.0
Bryan De La Cruz,2023,MIA,91.0
Nick Senzel,2023,CIN,83.0
Seth Brown,2023,OAK,91.0
Mike Moustakas,2023,- - -,78.0
Andrew Benintendi,2023,CHW,88.0
Yuli Gurriel,2023,MIA,76.0
Luis Matos,2023,SFG,86.0
Aledmys Diaz,2023,OAK,71.0
Jacob Stallings,2023,MIA,55.0
Jose Abreu,2023,HOU,86.0
Brett Baty,2023,NYM,67.0
Casey Schmitt,2023,SFG,59.0
Keibert Ruiz,2023,WSN,93.0
Tyler Stephenson,2023,CIN,85.0
Giancarlo Stanton,2023,NYY,87.0
Alec Burleson,2023,STL,88.0
Miguel Cabrera,2023,DET,88.0
Rowdy Tellez,2023,MIL,80.0
Nick Pratto,2023,KCR,80.0
Jordan Diaz,2023,OAK,77.0
Rodolfo Castro,2023,- - -,69.0
Kolten Wong,2023,- - -,50.0
Henry Davis,2023,PIT,76.0
Trey Mancini,2023,CHC,75.0
Oswaldo Cabrera,2023,NYY,59.0
Joey Wendle,2023,MIA,46.0
Elehuris Montero,2023,COL,78.0
Eduardo Escobar,2023,- - -,66.0
Martin Maldonado,2023,HOU,66.0
Oscar Colas,2023,CHW,53.0
Nick Maton,2023,DET,67.0
Eric Haase,2023,- - -,42.0
Kris Bryant,2023,COL,75.0
Enrique Hernandez,2023,- - -,73.0
Jean Segura,2023,MIA,51.0
Gavin Sheets,2023,CHW,61.0
Harold Castro,2023,COL,45.0
Jurickson Profar,2023,- - -,78.0
Aaron Judge,2024,NYY,220.0
Bobby Witt Jr.,2024,KCR,169.0
Shohei Ohtani,2024,LAD,179.0
Juan Soto,2024,NYY,181.0
Gunnar Henderson,2024,BAL,153.0
Francisco Lindor,2024,NYM,137.0
Jarren Duran,2024,BOS,131.0
Elly De La Cruz,2024,CIN,119.0
Jose Ramirez,2024,CLE,141.0
Ketel Marte,2024,ARI,151.0
William Contreras,2024,MIL,132.0
Matt Chapman,2024,SFG,121.0
Cal Raleigh,2024,SEA,118.0
Vladimir Guerrero Jr.,2024,TOR,164.0
Jackson Merrill,2024,SDP,129.0
Yordan Alvarez,2024,HOU,167.0
Brent Rooker,2024,OAK,164.0
Bryce Harper,2024,PHI,143.0
Willy Adames,2024,MIL,121.0
Marcell Ozuna,2024,ATL,155.0
Corey Seager,2024,TEX,142.0
Patrick Bailey,2024,SFG,82.0
Mookie Betts,2024,LAD,139.0
Jurickson Profar,2024,SDP,139.0
Corbin Carroll,2024,ARI,107.0
Marcus Semien,2024,TEX,100.0
Kyle Tucker,2024,HOU,179.0
Carlos Correa,2024,MIN,155.0
Rafael Devers,2024,BOS,136.0
Steven Kwan,2024,CLE,131.0
Dansby Swanson,2024,CHC,98.0
Alex Bregman,2024,HOU,117.0
Riley Greene,2024,DET,134.0
Jackson Chourio,2024,MIL,119.0
Jazz Chisholm Jr.,2024,- - -,110.0
Freddie Freeman,2024,LAD,136.0
Julio Rodriguez,2024,SEA,116.0
Nico Hoerner,2024,CHC,102.0
Trea Turner,2024,PHI,122.0
Jose Altuve,2024,HOU,127.0
Eugenio Suarez,2024,ARI,115.0
Colton Cowser,2024,BAL,118.0
Byron Buxton,2024,MIN,141.0
Ezequiel Tovar,2024,COL,95.0
Ian Happ,2024,CHC,121.0
Oneil Cruz,2024,PIT,110.0
Brenton Doyle,2024,COL,97.0
Zach Neto,2024,LAA,115.0
Masyn Winn,2024,STL,104.0
Seiya Suzuki,2024,CHC,137.0
Manny Machado,2024,SDP,122.0
Austin Wells,2024,NYY,106.0
Anthony Volpe,2024,NYY,87.0
Teoscar Hernandez,2024,LAD,132.0
Alec Bohm,2024,PHI,113.0
Isaac Paredes,2024,- - -,116.0
Kyle Schwarber,2024,PHI,134.0
Fernando Tatis Jr.,2024,SDP,134.0
Salvador Perez,2024,KCR,116.0
Anthony Santander,2024,BAL,128.0
Lawrence Butler,2024,OAK,130.0
JJ Bleday,2024,OAK,120.0
Joey Ortiz,2024,MIL,105.0
Nolan Arenado,2024,STL,102.0
Victor Robles,2024,- - -,141.0
Tyler Stephenson,2024,CIN,113.0
Wilyer Abreu,2024,BOS,116.0
Brendan Donovan,2024,STL,115.0
Wyatt Langford,2024,TEX,111.0
Daulton Varsho,2024,TOR,99.0
Christian Yelich,2024,MIL,154.0
Joc Pederson,2024,ARI,151.0
Tyler Fitzgerald,2024,SFG,133.0
Christian Walker,2024,ARI,119.0
Yainer Diaz,2024,HOU,116.0
Luis Garcia Jr.,2024,WSN,110.0
Jake McCarthy,2024,ARI,110.0
Carlos Santana,2024,MIN,113.0
Willi Castro,2024,MIN,107.0
Mark Vientos,2024,NYM,132.0
Nathaniel Lowe,2024,TEX,122.0
Jonathan India,2024,CIN,109.0
Taylor Ward,2024,LAA,112.0
Josh Smith,2024,TEX,112.0
Miguel Rojas,2024,LAD,110.0
Brandon Nimmo,2024,NYM,109.0
Alejandro Kirk,2024,TOR,93.0
Andres Gimenez,2024,CLE,83.0
Jordan Westburg,2024,BAL,124.0
Adley Rutschman,2024,BAL,102.0
Jeremy Pena,2024,HOU,99.0
Jacob Young,2024,WSN,84.0
Willson Contreras,2024,STL,140.0
Matt Olson,2024,ATL,117.0
Will Smith,2024,LAD,109.0
Ha-seong Kim,2024,SDP,100.0
Pete Crow-Armstrong,2024,CHC,86.0
Brice Turang,2024,MIL,89.0
Tyler O'Neill,2024,BOS,133.0
Jose Iglesias,2024,NYM,136.0
Gabriel Moreno,2024,ARI,107.0
Otto Lopez,2024,MIA,91.0
Kerry Carpenter,2024,DET,159.0
Heliot Ramos,2024,SFG,120.0
Austin Riley,2024,ATL,116.0
Matt Vierling,2024,DET,107.0
Dylan Moore,2024,SEA,106.0
Max Muncy,2024,LAD,133.0
Luke Raley,2024,SEA,129.0
Josh Naylor,2024,CLE,118.0
Brandon Marsh,2024,PHI,107.0
Xavier Edwards,2024,MIA,129.0
Bryan Reynolds,2024,PIT,118.0
Brandon Lowe,2024,TBR,123.0
Michael Busch,2024,CHC,118.0
Parker Meadows,2024,DET,110.0
Logan O'Hoppe,2024,LAA,102.0
Cedric Mullins,2024,BAL,103.0
Jake Rogers,2024,DET,70.0
Matt Wallner,2024,MIN,155.0
Ivan Herrera,2024,STL,127.0
Pete Alonso,2024,NYM,122.0
Lourdes Gurriel Jr.,2024,ARI,108.0
Cody Bellinger,2024,CHC,108.0
Jake Cronenworth,2024,SDP,105.0
Ernie Clement,2024,TOR,94.0
Isiah Kiner-Falefa,2024,- - -,93.0
Shea Langeliers,2024,OAK,109.0
Michael Harris II,2024,ATL,99.0
Randy Arozarena,2024,- - -,114.0
Geraldo Perdomo,2024,ARI,102.0
Xander Bogaerts,2024,SDP,95.0
Jake Meyers,2024,HOU,85.0
Spencer Horwitz,2024,TOR,127.0
Yandy Diaz,2024,TBR,120.0
J.T. Realmuto,2024,PHI,107.0
Victor Caratini,2024,HOU,113.0
Travis d'Arnaud,2024,ATL,104.0
Edmundo Sosa,2024,PHI,102.0
Ryan McMahon,2024,COL,89.0
Francisco Alvarez,2024,NYM,101.0
Freddy Fermin,2024,KCR,92.0
Josh Rojas,2024,SEA,91.0
Jose Caballero,2024,TBR,83.0
CJ Abrams,2024,WSN,106.0
Gleyber Torres,2024,NYY,105.0
Paul DeJong,2024,- - -,96.0
Colt Keith,2024,DET,96.0
Carson Kelly,2024,- - -,98.0
Jose Siri,2024,TBR,78.0
David Fry,2024,CLE,129.0
Lars Nootbaar,2024,STL,114.0
Mike Yastrzemski,2024,SFG,107.0
David Hamilton,2024,BOS,94.0
Bryson Stott,2024,PHI,87.0
Randal Grichuk,2024,ARI,139.0
Kyle Higashioka,2024,SDP,104.0
Ryan Jeffers,2024,MIN,106.0
Spencer Steer,2024,CIN,98.0
Sal Frelick,2024,MIL,87.0
Blake Perkins,2024,MIL,85.0
J.P. Crawford,2024,SEA,90.0
Bo Naylor,2024,CLE,74.0
Trevor Larnach,2024,MIN,120.0
Luis Rengifo,2024,LAA,119.0
Ryan O'Hearn,2024,BAL,117.0
Vinnie Pasquantino,2024,KCR,109.0
Michael Massey,2024,KCR,103.0
Jesus Sanchez,2024,MIA,101.0
Kyle Isbel,2024,KCR,82.0
Rob Refsnyder,2024,BOS,132.0
Jesse Winker,2024,- - -,118.0
LaMonte Wade Jr.,2024,SFG,120.0
Jake Burger,2024,MIA,107.0
Ryan Mountcastle,2024,BAL,107.0
Lane Thomas,2024,- - -,99.0
Gavin Lux,2024,LAD,98.0
Kevin Newman,2024,ARI,89.0
Zack Gelof,2024,OAK,82.0
Ben Rortvedt,2024,TBR,87.0
Joey Bart,2024,PIT,121.0
James Wood,2024,WSN,119.0
Michael Conforto,2024,SFG,112.0
Nick Gonzales,2024,PIT,94.0
Ozzie Albies,2024,ATL,96.0
Jeff McNeil,2024,NYM,97.0
Richie Palacios,2024,TBR,101.0
Max Schuemann,2024,OAK,85.0
Royce Lewis,2024,MIN,107.0
Justin Turner,2024,- - -,116.0
Andy Pages,2024,LAD,98.0
Harrison Bader,2024,NYM,85.0
Leody Taveras,2024,TEX,84.0
Maikel Garcia,2024,KCR,70.0
Jorge Soler,2024,- - -,120.0
Jose Miranda,2024,MIN,114.0
Connor Wong,2024,BOS,112.0
Luis Arraez,2024,- - -,109.0
Mike Tauchman,2024,CHC,110.0
Paul Goldschmidt,2024,STL,100.0
George Springer,2024,TOR,94.0
Mauricio Dubon,2024,HOU,86.0
Brayan Rocchio,2024,CLE,79.0
Johan Rojas,2024,PHI,66.0
Michael Siani,2024,STL,64.0
Jonah Bride,2024,MIA,124.0
Jake Fraley,2024,CIN,96.0
Tyrone Taylor,2024,NYM,97.0
Josh Lowe,2024,TBR,98.0
Wenceel Perez,2024,DET,94.0
Max Kepler,2024,MIN,93.0
Ceddanne Rafaela,2024,BOS,81.0
Zach McKinstry,2024,DET,74.0
Jacob Stallings,2024,COL,114.0
Masataka Yoshida,2024,BOS,116.0
Ramon Laureano,2024,- - -,108.0
Ramon Urias,2024,BAL,114.0
Mark Canha,2024,- - -,102.0
Oswaldo Cabrera,2024,NYY,89.0
Nicky Lopez,2024,CHW,77.0
Giancarlo Stanton,2024,NYY,117.0
Donovan Solano,2024,SDP,117.0
Brendan Rodgers,2024,COL,87.0
Jason Heyward,2024,- - -,93.0
Sean Murphy,2024,ATL,78.0
Orlando Arcia,2024,ATL,73.0
Jonny DeLuca,2024,TBR,77.0
Christian Vazquez,2024,MIN,60.0
Nolan Schanuel,2024,LAA,105.0
Kevin Pillar,2024,- - -,89.0
Gio Urshela,2024,- - -,81.0
Abraham Toro,2024,OAK,87.0
Alec Burleson,2024,STL,106.0
J.D. Martinez,2024,NYM,107.0
Starling Marte,2024,NYM,104.0
Danny Jansen,2024,- - -,90.0
Luis Robert Jr.,2024,CHW,84.0
Enrique Hernandez,2024,LAD,82.0
Alex Verdugo,2024,NYY,84.0
Miguel Amaya,2024,CHC,82.0
Brett Wisely,2024,SFG,76.0
Nick Fortes,2024,MIA,58.0
David Peralta,2024,SDP,114.0
Andrew McCutchen,2024,PIT,106.0
Will Brennan,2024,CLE,98.0
Elias Diaz,2024,- - -,81.0
Connor Joe,2024,PIT,93.0
Jarred Kelenic,2024,ATL,87.0
Michael Toglia,2024,COL,98.0
Gary Sanchez,2024,MIL,97.0
Miguel Andujar,2024,OAK,103.0
Tyler Freeman,2024,CLE,84.0
Whit Merrifield,2024,- - -,79.0
Davis Schneider,2024,TOR,80.0
Jared Triolo,2024,PIT,72.0
Thairo Estrada,2024,SFG,65.0
Michael A. Taylor,2024,PIT,50.0
TJ Friedl,2024,CIN,90.0
Nolan Gorman,2024,STL,87.0
Emmanuel Rivera,2024,- - -,86.0
Jorge Polanco,2024,SEA,93.0
Bo Bichette,2024,TOR,70.0
Nick Castellanos,2024,PHI,103.0
Rhys Hoskins,2024,MIL,102.0
Dominic Smith,2024,- - -,94.0
Amed Rosario,2024,- - -,96.0
Ezequiel Duran,2024,TEX,75.0
Kevin Kiermaier,2024,- - -,53.0
Austin Hays,2024,- - -,96.0
Hunter Renfroe,2024,KCR,93.0
Jo Adell,2024,LAA,91.0
Spencer Torkelson,2024,DET,91.0
Jake Bauers,2024,MIL,89.0
Mickey Moniak,2024,LAA,80.0
Lenyn Sosa,2024,CHW,80.0
Joey Loperfido,2024,- - -,73.0
Ke'Bryan Hayes,2024,PIT,60.0
Charlie Blackmon,2024,COL,94.0
Willie Calhoun,2024,LAA,97.0
Santiago Espinal,2024,CIN,76.0
Edouard Julien,2024,MIN,79.0
Ildemaro Vargas,2024,WSN,72.0
Josh Bell,2024,- - -,101.0
Jon Singleton,2024,HOU,104.0
Andrew Vaughn,2024,CHW,97.0
Andrew Benintendi,2024,CHW,93.0
Tommy Pham,2024,- - -,91.0
Jonah Heim,2024,TEX,72.0
Adolis Garcia,2024,TEX,93.0
Austin Martin,2024,MIN,93.0
Anthony Rizzo,2024,NYY,85.0
Manuel Margot,2024,MIN,78.0
Joey Gallo,2024,WSN,75.0
Chas McCormick,2024,HOU,65.0
Taylor Walls,2024,TBR,60.0
Jeimer Candelario,2024,CIN,89.0
Jake Cave,2024,COL,75.0
MJ Melendez,2024,KCR,86.0
Seth Brown,2024,OAK,91.0
Vidal Brujan,2024,MIA,73.0
Keibert Ruiz,2024,WSN,70.0
Rowdy Tellez,2024,PIT,90.0
Mitch Garver,2024,SEA,89.0
Korey Lee,2024,CHW,64.0
Luis Campusano,2024,SDP,83.0
Mitch Haniger,2024,SEA,85.0
Tyler Nevin,2024,OAK,82.0
Adam Frazier,2024,KCR,64.0
Will Benson,2024,CIN,76.0
Nick Senzel,2024,- - -,73.0
Nick Gordon,2024,MIA,70.0
Javier Baez,2024,DET,42.0
Ty France,2024,- - -,93.0
Gavin Sheets,2024,CHW,88.0
Nolan Jones,2024,COL,69.0
Eloy Jimenez,2024,- - -,78.0
Christopher Morel,2024,- - -,81.0
Joey Meneses,2024,WSN,67.0
Adam Duvall,2024,ATL,59.0
Bryan De La Cruz,2024,- - -,78.0
Jack Suwinski,2024,PIT,62.0
Dylan Carlson,2024,- - -,67.0
Eddie Rosario,2024,- - -,44.0
Brandon Drury,2024,LAA,35.0
